"","time","localization.estimate","rate.estimate","rate.estimate.lower","rate.estimate.upper"
"1",2022-04-15 17:00:00,"Tanks",1.50038274192801,1.03153102422689,1.91775584459062
"2",2022-04-15 17:30:00,"Tanks",3.34099309668762,1.85281301019474,5.531797945037
"3",2022-04-15 18:00:00,"Tanks",2.49680590868568,1.26838948932187,4.1992576462674
