timestamp,N,NE,E,SE,S,SW,W,NW
2022-04-15 16:42:00-06:00,0.21474609396607125,0.053898576975455775,3.9313710970018504e-11,0.0,0.0,0.0,1.4729980592074821e-08,0.0030151133586872794
2022-04-15 16:43:00-06:00,0.5164212966773382,0.009480953622878934,2.3841020778454226e-09,0.0,0.0,0.0,1.5451983663206415e-05,0.0606547122425902
2022-04-15 16:44:00-06:00,0.4672806771394355,0.027629244022395232,2.7604251729421394e-08,7.85501857482809e-11,3.1357686021654883e-09,1.2085302350859762e-06,0.000598518702283158,0.13977955193181454
2022-04-15 16:45:00-06:00,0.20112589749773097,0.31199210674459565,2.378399100307576e-08,0.0,0.0,2.5214808922595935e-08,5.6272731451094754e-05,0.015394138245917056
2022-04-15 16:46:00-06:00,0.010336157771202566,0.8473031381740701,9.47852574468403e-09,0.0,0.0,0.0,2.1139092465440317e-13,2.2054152958810317e-05
2022-04-15 16:47:00-06:00,0.0028270004439798152,0.7906041777602801,1.3830851733726838e-08,0.0,0.0,0.0,0.0,6.601450344871639e-07
2022-04-15 16:48:00-06:00,0.01881097245586855,0.674904805976176,8.261037622476929e-07,0.0,0.0,0.0,4.4886593209398935e-10,4.5694717414124865e-05
2022-04-15 16:49:00-06:00,0.028410597744721513,0.7215656788969397,3.3215987578209652e-06,0.0,0.0,0.0,2.360303275365871e-09,0.00016591787722191497
2022-04-15 16:50:00-06:00,0.028467486768238605,0.7710871555215026,3.875739391484856e-06,0.0,0.0,0.0,1.1029922652076707e-09,0.00011886188757052291
2022-04-15 16:51:00-06:00,0.1500946224885304,0.36080229459441604,6.833155553187901e-07,0.0,0.0,0.0,1.026764684181042e-07,0.0022142686370867208
2022-04-15 16:52:00-06:00,0.5029183892569953,0.03918291487405055,5.2987825815459574e-08,0.0,0.0,0.0,0.00010428472574838085,0.07282102803947714
2022-04-15 16:53:00-06:00,0.5359268447840991,0.057187189918958034,6.577689867555096e-08,0.0,0.0,0.0,9.036585760585285e-05,0.06792571573736633
2022-04-15 16:54:00-06:00,0.5680685900473156,0.012574451919771143,1.2305387877302999e-08,0.0,0.0,0.0,0.0001589134890973644,0.11149501206565952
2022-04-15 16:55:00-06:00,0.24476236632958479,0.11582850137447832,9.185821803519405e-11,0.0,0.0,0.0,3.675830566238162e-07,0.007065068710851052
2022-04-15 16:56:00-06:00,0.14881473817950697,0.22577646273989965,2.033309217022784e-10,0.0,0.0,0.0,5.672859952909624e-10,0.0008385503595848946
2022-04-15 16:57:00-06:00,0.4001718219672394,0.03354780204679423,3.182633612233547e-09,0.0,0.0,0.0,6.884609972000641e-06,0.025047536794268223
2022-04-15 16:58:00-06:00,0.30011750799452286,0.00243910556883531,4.268509944228827e-09,4.887125768918648e-09,2.317320314934546e-06,3.275518864465101e-05,0.0059210856565354835,0.2562022266114354
2022-04-15 16:59:00-06:00,0.4718783999875381,0.020514203668379756,2.278741683676701e-08,2.652782568310875e-09,2.432985239536701e-07,7.402460313691745e-06,0.002191533330369137,0.15367335920548936
2022-04-15 17:00:00-06:00,0.5349795075788931,0.0366181950337365,4.6134240641810825e-08,0.0,0.0,3.276973831015417e-08,0.00011093600882660447,0.08600384473539376
2022-04-15 17:01:00-06:00,0.20307203632339338,0.0011585499640637323,5.933526967085524e-09,9.342710212481105e-09,1.0062265668933577e-05,0.00013086527106791478,0.014653065967351893,0.31644791456193155
2022-04-15 17:02:00-06:00,0.04261098755216038,3.4076974231898174e-05,0.0,3.3241080619788924e-09,1.9054946727259656e-06,0.00010616745006126591,0.03699273993263643,0.26127380777166803
2022-04-15 17:03:00-06:00,0.19808409779814815,0.0008610291174600155,0.0,5.92453136786806e-09,3.284319061397216e-06,3.8031869038362176e-05,0.00823072458721033,0.26161426466170684
2022-04-15 17:04:00-06:00,0.04823286373884766,9.05928522715419e-05,0.0,5.963917746951084e-08,0.000254940408386256,0.0015552600204725435,0.054230156192214704,0.2126647728977399
2022-04-15 17:05:00-06:00,0.00419568874528286,1.2902156104461273e-05,0.0,1.9104788694835226e-05,0.02540136170592632,0.08046879775942274,0.20321163256316996,0.04877022404852748
2022-04-15 17:06:00-06:00,0.016657516091749997,0.00010664675628450664,0.0,1.6130790526792762e-05,0.01164443241864623,0.07769170337666444,0.23703590027365828,0.048795319416130994
2022-04-15 17:07:00-06:00,0.4615876621243482,0.009902365801859063,6.24109998862839e-07,2.507347718726324e-06,0.0002740898027386579,0.004837073863436464,0.08381907699296945,0.27598966765284705
2022-04-15 17:08:00-06:00,0.49899563766568283,0.03221721187310974,1.5832903166142568e-07,1.8523017548364726e-07,3.6771634321057216e-06,5.056156488889866e-05,0.002379294582531172,0.14123481190234036
2022-04-15 17:09:00-06:00,0.3902630535967549,0.1441634755428483,1.3126608592642823e-07,0.0,0.0,0.0,2.9156050059419748e-05,0.027404469208492124
2022-04-15 17:10:00-06:00,0.5547203025560118,0.05719682348069149,7.343947078019413e-08,0.0,0.0,0.0,3.745800239077906e-05,0.06012627490457638
2022-04-15 17:11:00-06:00,0.3774449526462661,0.005387187745613377,1.6129594039428314e-08,2.486596556053419e-09,2.4933499549853243e-06,1.172648042471028e-05,0.0017801807344981781,0.22385276035488397
2022-04-15 17:12:00-06:00,0.031062489683400783,6.94539954935768e-05,1.188792429872563e-10,7.843021129640345e-08,0.0024002106779792633,0.014113846407524442,0.12049322472946138,0.17965088033498194
2022-04-15 17:13:00-06:00,0.00034091073006912477,1.261456929488202e-07,0.0,4.475648046289375e-07,0.023253660496973617,0.1642131084350106,0.24386178142485138,0.010698627924547741
