tc_EPID,tc_EquipmentGroupID,tc_EquipmentUnitID,tc_ExpDurationHrs,tc_ExpEPCount,tc_ExpEndDatetime,tc_ExpStartDatetime,tc_ExperimentID,tc_Latitude,tc_Longitude,tc_C1MassFlow,tc_C1MassFlowUncertainty
4W-54,4W,4W-5,4.183333333,3,2022-04-05 08:05:25+00:00,2022-04-05 03:54:25+00:00,20220404009,40.59593983,-105.1403915,8.019957556,26.78875056
5W-21,5W,5W-2,3.000277778,2,2022-04-04 13:57:29+00:00,2022-04-04 10:57:28+00:00,20220404003,40.59565283,-105.1394052,404.4798796,92.68663589
4S-44,4S,4S-4,3,2,2022-04-04 05:57:24+00:00,2022-04-04 02:57:24+00:00,20220404001,40.59564683,-105.1403532,49.10644568,6.196128886
4S-44,4S,4S-4,4.000277778,2,2022-04-03 13:24:09+00:00,2022-04-03 09:24:08+00:00,20220403004,40.59564683,-105.1403532,61.27987314,4.473153053
5W-22,5W,5W-2,2.183333333,3,2022-04-03 07:24:07+00:00,2022-04-03 05:13:07+00:00,20220403002,40.595653,-105.1393917,591.6109188,49.66427107
5W-32,5W,5W-3,2.183333333,3,2022-03-29 23:42:40+00:00,2022-03-29 21:31:40+00:00,20220329005,40.59567883,-105.1393703,1341.444014,57.79597397
5S-36,5S,5S-3,4.683333333,5,2022-03-24 04:40:51+00:00,2022-03-23 23:59:51+00:00,20220323005,40.59593683,-105.1394157,421.8578936,28.16836313
4T-11,4T,4T-1,1.5,1,2022-03-23 16:48:41+00:00,2022-03-23 15:18:41+00:00,20220323001,40.59575067,-105.1398913,2937.631312,158.5214701
5W-18,5W,5W-1,4.183333333,3,2022-03-23 13:18:37+00:00,2022-03-23 09:07:37+00:00,20220322006,40.595623,-105.1394388,661.2441727,29.92129449
5S-35,5S,5S-3,5.183611111,5,2022-03-23 07:07:33+00:00,2022-03-23 01:56:32+00:00,20220322004,40.59593867,-105.1394113,392.5262857,29.04946018
5W-13,5W,5W-1,8.183333333,5,2022-03-22 15:53:13+00:00,2022-03-22 07:42:13+00:00,20220321009,40.59561533,-105.1394182,255.7120128,32.16730547
4T-22,4T,4T-2,1.5,1,2022-03-22 01:42:10+00:00,2022-03-22 00:12:10+00:00,20220321005,40.59579867,-105.1398733,2960.206149,166.2837872
4T-11,4T,4T-1,3.5,1,2022-03-20 00:47:20+00:00,2022-03-19 21:17:20+00:00,20220319007,40.59575067,-105.1398913,1621.772137,155.277584
4T-12,4T,4T-1,1,1,2022-03-18 20:13:14+00:00,2022-03-18 19:13:14+00:00,20220318001,40.595764,-105.1399033,3489.551095,232.2375865
4T-32,4T,4T-3,5,2,2022-03-18 03:51:00+00:00,2022-03-17 22:51:00+00:00,20220317003,40.5958375,-105.1398447,896.0803349,151.5823055
5S-14,5S,5S-1,5,2,2022-03-18 03:51:00+00:00,2022-03-17 22:51:00+00:00,20220317003,40.59590333,-105.1393615,717.1074524,32.8951426
5S-21,5S,5S-2,5.183333333,5,2022-03-17 11:20:50+00:00,2022-03-17 06:09:50+00:00,20220316007,40.59593583,-105.1393965,390.33151,28.88650762
4W-47,4W,4W-4,5.183333333,5,2022-03-17 11:20:50+00:00,2022-03-17 06:09:50+00:00,20220316007,40.59595267,-105.1403517,68.75497245,3.610185064
5W-26,5W,5W-2,4.183055556,3,2022-03-17 04:09:46+00:00,2022-03-16 23:58:47+00:00,20220316005,40.5956515,-105.1393952,842.2191648,29.31071335
4W-15,4W,4W-1,5.5,2,2022-03-16 04:10:54+00:00,2022-03-15 22:40:54+00:00,20220315009,40.59594217,-105.1402197,152.6936211,4.534063272
5S-12,5S,5S-1,3,1,2022-03-14 23:35:05+00:00,2022-03-14 20:35:05+00:00,20220314007,40.59591783,-105.1393697,1137.800705,38.81691823
4W-47,4W,4W-4,7.183333333,3,2022-03-14 18:35:02+00:00,2022-03-14 11:24:02+00:00,20220314005,40.59595267,-105.1403517,69.73745417,3.034432854
4S-32,4S,4S-3,6.999722222,2,2022-03-13 09:06:32+00:00,2022-03-13 02:06:33+00:00,20220312007,40.59564083,-105.1403,157.5943236,7.188360834
4S-44,4S,4S-4,3.999722222,2,2022-03-13 00:06:29+00:00,2022-03-12 20:06:30+00:00,20220312005,40.59564683,-105.1403532,57.89161948,8.667790797
4W-31,4W,4W-3,4.999722222,2,2022-03-12 12:06:22+00:00,2022-03-12 07:06:23+00:00,20220312001,40.595948,-105.1403037,180.376342,19.75274038
5S-28,5S,5S-2,8.183333333,5,2022-03-12 05:06:20+00:00,2022-03-11 20:55:20+00:00,20220311008,40.59593183,-105.1393905,237.8411777,29.75985513
5W-32,5W,5W-3,1.000277778,1,2022-03-11 16:36:09+00:00,2022-03-11 15:36:08+00:00,20220311005,40.59567883,-105.1393703,1450.945668,43.53859381
4T-11,4T,4T-1,1.499722222,1,2022-03-10 00:05:36+00:00,2022-03-09 22:35:37+00:00,20220309016,40.59575067,-105.1398913,2253.993283,156.3681453
4W-11,4W,4W-1,2.000277778,1,2022-03-07 23:31:18+00:00,2022-03-07 21:31:17+00:00,20220307009,40.59594667,-105.1402195,1839.034139,46.84797291
5W-18,5W,5W-1,2.183055556,3,2022-03-05 19:34:24+00:00,2022-03-05 17:23:25+00:00,20220305005,40.595623,-105.1394388,1165.670701,58.43689113
5S-36,5S,5S-3,2.999722222,1,2022-03-04 08:07:54+00:00,2022-03-04 05:07:55+00:00,20220303007,40.59593683,-105.1394157,92.0941655,3.660532046
4T-11,4T,4T-1,1.5,1,2022-03-03 18:52:44+00:00,2022-03-03 17:22:44+00:00,20220303001,40.59575067,-105.1398913,3189.98062,65.23638114
4W-32,4W,4W-3,2,2,2022-03-03 02:26:37+00:00,2022-03-03 00:26:37+00:00,20220302014,40.595947,-105.140307,1377.900505,39.11517732
5S-36,5S,5S-3,3,1,2022-03-02 07:32:53+00:00,2022-03-02 04:32:53+00:00,20220302001,40.59593683,-105.1394157,91.6727152,3.343142487
4T-22,4T,4T-2,1.500277778,1,2022-03-01 22:21:47+00:00,2022-03-01 20:51:46+00:00,20220301011,40.59579867,-105.1398733,2785.911931,78.77639009
4S-21,4S,4S-2,2,1,2022-03-01 12:10:36+00:00,2022-03-01 10:10:36+00:00,20220301005,40.59566467,-105.1402658,1656.166266,70.7786473
5S-23,5S,5S-2,3,1,2022-03-01 08:10:32+00:00,2022-03-01 05:10:32+00:00,20220301003,40.59592817,-105.1394038,183.0691752,16.53897212
4S-43,4S,4S-4,3.183055556,3,2022-02-27 15:28:37+00:00,2022-02-27 12:17:38+00:00,20220226018,40.59564283,-105.1403473,584.7464776,27.71163564
4S-23,4S,4S-2,2.183055556,3,2022-02-27 10:17:33+00:00,2022-02-27 08:06:34+00:00,20220226016,40.59563067,-105.1402638,726.8034695,31.40193645
4W-15,4W,4W-1,2.683611111,3,2022-02-26 13:55:22+00:00,2022-02-26 11:14:21+00:00,20220226006,40.59594217,-105.1402197,600.0216823,27.7987923
5S-14,5S,5S-1,2,2,2022-02-26 09:14:19+00:00,2022-02-26 07:14:19+00:00,20220226004,40.59590333,-105.1393615,675.8176236,35.88812915
5S-15,5S,5S-1,2.183333333,3,2022-02-26 05:14:18+00:00,2022-02-26 03:03:18+00:00,20220226002,40.59591267,-105.1393538,676.2929994,46.35732942
4W-47,4W,4W-4,1.683333333,3,2022-02-25 13:41:56+00:00,2022-02-25 12:00:56+00:00,20220225003,40.59595267,-105.1403517,805.666414,28.21486618
5W-26,5W,5W-2,2.000277778,2,2022-02-25 04:41:10+00:00,2022-02-25 02:41:09+00:00,20220224009,40.5956515,-105.1393952,1198.38951,36.63615656
4T-32,4T,4T-3,2.183333333,3,2022-02-25 00:11:06+00:00,2022-02-24 22:00:06+00:00,20220224007,40.5958375,-105.1398447,1173.471911,200.7841036
4W-15,4W,4W-1,2.183333333,3,2022-02-25 00:11:06+00:00,2022-02-24 22:00:06+00:00,20220224007,40.59594217,-105.1402197,999.8589444,157.4376558
5W-13,5W,5W-1,2.5,2,2022-02-24 19:30:02+00:00,2022-02-24 17:00:02+00:00,20220224005,40.59561533,-105.1394182,698.685758,50.31073484
5W-31,5W,5W-3,3,1,2022-02-24 00:29:54+00:00,2022-02-23 21:29:54+00:00,20220223006,40.59568017,-105.1393735,2002.818246,57.45466264
5W-32,5W,5W-3,4,1,2022-02-23 19:58:17+00:00,2022-02-23 15:58:17+00:00,20220223004,40.59567883,-105.1393703,1188.224795,77.2522362
4T-12,4T,4T-1,4,1,2022-02-22 16:33:25+00:00,2022-02-22 12:33:25+00:00,20220221011,40.595764,-105.1399033,1229.640846,46.92555898
4T-11,4T,4T-1,2.000277778,1,2022-02-22 10:33:23+00:00,2022-02-22 08:33:22+00:00,20220221009,40.59575067,-105.1398913,1953.021588,54.58742138
4S-41,4S,4S-4,3.183611111,4,2022-02-21 05:53:30+00:00,2022-02-21 02:42:29+00:00,20220220007,40.595668,-105.1403495,630.7992843,34.81660078
4W-11,4W,4W-1,2.183333333,4,2022-02-20 23:42:25+00:00,2022-02-20 21:31:25+00:00,20220220005,40.59594667,-105.1402195,920.7767564,45.650641
4T-32,4T,4T-3,2.183333333,5,2022-02-20 05:27:14+00:00,2022-02-20 03:16:14+00:00,20220219005,40.5958375,-105.1398447,1000.067174,85.5101183
4T-31,4T,4T-3,2.183611111,5,2022-02-19 23:16:11+00:00,2022-02-19 21:05:10+00:00,20220219003,40.59583017,-105.139824,783.539612,142.7059633
4W-32,4W,4W-3,3,2,2022-02-19 11:05:02+00:00,2022-02-19 08:05:02+00:00,20220218015,40.595947,-105.140307,746.0797684,33.09285583
5S-32,5S,5S-3,2.183055556,3,2022-02-19 04:35:00+00:00,2022-02-19 02:24:01+00:00,20220218013,40.595943,-105.1394298,758.3996208,28.05942214
4S-41,4S,4S-4,2.683333333,4,2022-02-18 07:44:09+00:00,2022-02-18 05:03:09+00:00,20220218002,40.595668,-105.1403495,652.1041456,35.92777825
4S-42,4S,4S-4,4.183333333,5,2022-02-17 15:09:41+00:00,2022-02-17 10:58:41+00:00,20220217003,40.59566533,-105.1403468,557.6845604,28.20269368
5S-23,5S,5S-2,3.000277778,2,2022-02-17 06:58:38+00:00,2022-02-17 03:58:37+00:00,20220217001,40.59592817,-105.1394038,596.8785298,29.90308916
4S-42,4S,4S-4,4.183333333,4,2022-02-16 13:17:28+00:00,2022-02-16 09:06:28+00:00,20220216004,40.59566533,-105.1403468,540.633689,28.39047403
5S-35,5S,5S-3,4.183055556,5,2022-02-16 06:36:25+00:00,2022-02-16 02:25:26+00:00,20220216002,40.59593867,-105.1394113,485.4408905,28.19575232
4W-51,4W,4W-5,1.183333333,4,2022-02-14 20:39:49+00:00,2022-02-14 19:28:49+00:00,20220214001,40.59594817,-105.1403913,1169.771407,34.96150591
5S-21,5S,5S-2,2.184444444,4,2022-02-10 05:11:54+00:00,2022-02-10 03:00:50+00:00,20220209005,40.59593583,-105.1393965,292.4946054,27.71998579
4S-33,4S,4S-3,2.500277778,2,2022-02-07 23:56:49+00:00,2022-02-07 21:26:48+00:00,20220207003,40.595665,-105.1403025,115.85621,3.867597753
5W-18,5W,5W-1,2.000555556,2,2022-02-07 04:07:49+00:00,2022-02-07 02:07:47+00:00,20220206005,40.595623,-105.1394388,253.5456357,3.432125273
5W-26,5W,5W-2,1.891111111,2,2022-02-04 23:13:55+00:00,2022-02-04 21:20:27+00:00,20220204004,40.5956515,-105.1393952,325.5003322,30.53022798
4T-31,4T,4T-3,2.000833333,2,2022-02-03 04:11:15+00:00,2022-02-03 02:11:12+00:00,20220202005,40.59583017,-105.139824,124.3386435,3.499436874
5S-15,5S,5S-1,2.000833333,2,2022-02-03 04:11:15+00:00,2022-02-03 02:11:12+00:00,20220202005,40.59591267,-105.1393538,89.73056839,5.053789669
4S-32,4S,4S-3,3.184444444,3,2022-02-03 00:11:02+00:00,2022-02-02 20:59:58+00:00,20220202003,40.59564083,-105.1403,183.886861,3.343634736
5W-21,5W,5W-2,2.000277778,2,2022-02-02 03:59:34+00:00,2022-02-02 01:59:33+00:00,20220201005,40.59565283,-105.1394052,203.1374084,5.187184269
4T-11,4T,4T-1,1,1,2022-05-05 20:38:59+00:00,2022-05-05 19:38:59+00:00,20220505003,40.59575067,-105.1398913,3729.557507,232.5152338
4W-54,4W,4W-5,5.000277778,1,2022-05-03 05:22:46+00:00,2022-05-03 00:22:45+00:00,20220502010,40.59593983,-105.1403915,531.1282931,60.44501031
4S-23,4S,4S-2,0.749722222,1,2022-05-02 18:41:14+00:00,2022-05-02 17:56:15+00:00,20220502005,40.59563067,-105.1402638,5503.100909,211.7705442
4S-43,4S,4S-4,1.5,1,2022-04-30 01:20:45+00:00,2022-04-29 23:50:45+00:00,20220429007,40.59564283,-105.1403473,2755.675617,163.888292
4T-32,4T,4T-3,1,1,2022-04-29 21:50:42+00:00,2022-04-29 20:50:42+00:00,20220429005,40.5958375,-105.1398447,3187.0108,218.2073001
4T-32,4T,4T-3,1.249722222,1,2022-04-29 19:04:40+00:00,2022-04-29 17:49:41+00:00,20220429001,40.5958375,-105.1398447,3204.792789,158.3418827
4T-31,4T,4T-3,2.75,1,2022-04-29 15:49:35+00:00,2022-04-29 13:04:35+00:00,20220428007,40.59583017,-105.139824,2132.639332,152.576364
4W-47,4W,4W-4,5.999722222,2,2022-04-26 12:55:46+00:00,2022-04-26 06:55:47+00:00,20220425003,40.59595267,-105.1403517,575.1866841,54.26709963
5S-21,5S,5S-2,5.999722222,2,2022-04-26 12:55:46+00:00,2022-04-26 06:55:47+00:00,20220425003,40.59593583,-105.1393965,489.5513252,124.9475791
4S-21,4S,4S-2,1.25,1,2022-04-23 19:55:15+00:00,2022-04-23 18:40:15+00:00,20220422009,40.59566467,-105.1402658,1864.900911,153.3831914
5W-18,5W,5W-1,1.75,2,2022-04-21 20:48:20+00:00,2022-04-21 19:03:20+00:00,20220421003,40.595623,-105.1394388,432.9716289,31.94597542
5W-18,5W,5W-1,1.5,2,2022-04-20 17:03:00+00:00,2022-04-20 15:33:00+00:00,20220419009,40.595623,-105.1394388,460.5314005,32.92090929
4S-21,4S,4S-2,0.499722222,2,2022-04-18 16:47:36+00:00,2022-04-18 16:17:37+00:00,20220418003,40.59566467,-105.1402658,2067.642662,141.063748
5S-28,5S,5S-2,3.183333333,4,2022-04-15 07:56:13+00:00,2022-04-15 04:45:13+00:00,20220415001,40.59593183,-105.1393905,347.4131773,29.38958426
4T-31,4T,4T-3,2.000277778,2,2022-04-13 17:52:49+00:00,2022-04-13 15:52:48+00:00,20220413001,40.59583017,-105.139824,1875.52048,152.4400271
5S-12,5S,5S-1,1,2,2022-04-12 20:48:32+00:00,2022-04-12 19:48:32+00:00,20220412003,40.59591783,-105.1393697,1738.856348,45.75110506
5W-21,5W,5W-2,7.183333333,4,2022-04-12 13:48:25+00:00,2022-04-12 06:37:25+00:00,20220411010,40.59565283,-105.1394052,267.0234922,29.89946698
5S-14,5S,5S-1,2.683333333,4,2022-04-12 04:37:23+00:00,2022-04-12 01:56:23+00:00,20220411008,40.59590333,-105.1393615,934.5694985,29.95856486
4W-12,4W,4W-1,2.683333333,4,2022-04-12 04:37:23+00:00,2022-04-12 01:56:23+00:00,20220411008,40.59593383,-105.1402173,809.8242575,33.5834593
5W-22,5W,5W-2,2.683333333,4,2022-04-12 04:37:23+00:00,2022-04-12 01:56:23+00:00,20220411008,40.595653,-105.1393917,752.8236465,30.33806192
5S-23,5S,5S-2,4.683333333,3,2022-04-10 02:00:06+00:00,2022-04-09 21:19:06+00:00,20220409001,40.59592817,-105.1394038,435.3992892,28.43073171
5W-34,5W,5W-3,2.000277778,2,2022-04-06 17:27:40+00:00,2022-04-06 15:27:39+00:00,20220406003,40.59568717,-105.1393902,2152.420987,45.36115695
4W-11,4W,4W-1,2.000277778,2,2022-04-06 17:27:40+00:00,2022-04-06 15:27:39+00:00,20220406003,40.59594667,-105.1402195,2029.458513,40.83450628
4W-26,4W,4W-2,4,2,2022-04-06 10:27:37+00:00,2022-04-06 06:27:37+00:00,20220406001,40.59592967,-105.1402628,593.1839011,42.72482926
5S-36,5S,5S-3,4,2,2022-04-06 10:27:37+00:00,2022-04-06 06:27:37+00:00,20220406001,40.59593683,-105.1394157,502.5452355,72.38490271
4S-14,4S,4S-1,5.183333333,3,2022-04-06 02:27:34+00:00,2022-04-05 21:16:34+00:00,20220405005,40.595651,-105.1402282,9.031637223,26.77976968
4W-54,4W,4W-5,5.183333333,3,2022-04-06 02:27:34+00:00,2022-04-05 21:16:34+00:00,20220405005,40.59593983,-105.1403915,9.029889705,26.78261751
4S-14,4S,4S-1,4.183333333,3,2022-04-05 08:05:25+00:00,2022-04-05 03:54:25+00:00,20220404009,40.595651,-105.1402282,8.018679573,26.78151389
5W-110,5W,5W-1,3.183333333,3,2022-04-05 00:54:24+00:00,2022-04-04 21:43:24+00:00,20220404007,40.59562167,-105.139431,558.5821437,28.83808082
5W-21,5W,5W-2,3.683333333,5,2022-04-03 22:57:20+00:00,2022-04-03 19:16:20+00:00,20220403006,40.59565283,-105.1394052,363.8728723,29.28712977
4W-31,4W,4W-3,3.683333333,5,2022-04-03 22:57:20+00:00,2022-04-03 19:16:20+00:00,20220403006,40.595948,-105.1403037,160.1828419,3.779755373
4S-44,4S,4S-4,3.683333333,5,2022-04-03 22:57:20+00:00,2022-04-03 19:16:20+00:00,20220403006,40.59564683,-105.1403532,49.9075821,3.116644919
5W-22,5W,5W-2,3.183333333,3,2022-04-01 20:43:02+00:00,2022-04-01 17:32:02+00:00,20220401004,40.595653,-105.1393917,586.3043156,31.74025544
5S-14,5S,5S-1,3,2,2022-04-01 02:52:07+00:00,2022-03-31 23:52:07+00:00,20220331004,40.59590333,-105.1393615,0.429728465,2.677831799
5W-26,5W,5W-2,3.183333333,3,2022-03-31 21:52:06+00:00,2022-03-31 18:41:06+00:00,20220331002,40.5956515,-105.1393952,6.65589131,55.01867934
5S-15,5S,5S-1,3.183333333,3,2022-03-31 21:52:06+00:00,2022-03-31 18:41:06+00:00,20220331002,40.59591267,-105.1393538,0.445529521,2.680155046
5W-32,5W,5W-3,2.683333333,3,2022-03-31 00:46:01+00:00,2022-03-30 22:05:01+00:00,20220330004,40.59567883,-105.1393703,1352.30426,62.86980721
5S-15,5S,5S-1,4,2,2022-03-30 11:53:48+00:00,2022-03-30 07:53:48+00:00,20220329009,40.59591267,-105.1393538,135.2026549,26.16609579
4W-15,4W,4W-1,4,2,2022-03-30 11:53:48+00:00,2022-03-30 07:53:48+00:00,20220329009,40.59594217,-105.1402197,7.774942187,26.79464995
5W-23,5W,5W-2,4.903611111,4,2022-03-29 19:31:39+00:00,2022-03-29 14:37:26+00:00,20220329003,40.5956435,-105.1393938,52.3760655,2.925255657
5S-34,5S,5S-3,4.183333333,5,2022-03-29 09:19:48+00:00,2022-03-29 05:08:48+00:00,20220329001,40.5959345,-105.1394178,143.5328397,6.503314017
4W-26,4W,4W-2,4.183333333,5,2022-03-29 09:19:48+00:00,2022-03-29 05:08:48+00:00,20220329001,40.59592967,-105.1402628,72.32170557,3.163825089
5W-23,5W,5W-2,4.183333333,5,2022-03-29 09:19:48+00:00,2022-03-29 05:08:48+00:00,20220329001,40.5956435,-105.1393938,52.58939593,2.973051466
4S-12,4S,4S-1,5,2,2022-03-29 02:38:46+00:00,2022-03-28 21:38:46+00:00,20220328003,40.59561917,-105.1402258,152.3629908,4.302589937
5S-35,5S,5S-3,4.683333333,4,2022-03-28 19:38:45+00:00,2022-03-28 14:57:45+00:00,20220328001,40.59593867,-105.1394113,136.1432386,3.848707735
4T-31,4T,4T-3,7.183055556,4,2022-03-26 22:17:29+00:00,2022-03-26 15:06:30+00:00,20220325013,40.59583017,-105.139824,186.2291007,3.804978488
5S-35,5S,5S-3,7.183055556,4,2022-03-26 22:17:29+00:00,2022-03-26 15:06:30+00:00,20220325013,40.59593867,-105.1394113,123.4625735,2.954438442
5W-23,5W,5W-2,7.183055556,4,2022-03-26 22:17:29+00:00,2022-03-26 15:06:30+00:00,20220325013,40.5956435,-105.1393938,47.49918657,2.637520705
5S-35,5S,5S-3,3.183611111,4,2022-03-26 01:55:18+00:00,2022-03-25 22:44:17+00:00,20220325009,40.59593867,-105.1394113,123.0336456,2.841825658
5W-110,5W,5W-1,3,2,2022-03-25 19:16:50+00:00,2022-03-25 16:16:50+00:00,20220325006,40.59562167,-105.139431,721.0284189,31.22460573
5S-23,5S,5S-2,5.183611111,4,2022-03-25 06:46:39+00:00,2022-03-25 01:35:38+00:00,20220324004,40.59592817,-105.1394038,351.2587037,38.85603197
5S-34,5S,5S-3,3.683333333,3,2022-03-24 21:22:03+00:00,2022-03-24 17:41:03+00:00,20220324001,40.5959345,-105.1394178,565.1500018,59.44246255
4T-31,4T,4T-3,4,2,2022-03-24 15:40:59+00:00,2022-03-24 11:40:59+00:00,20220323009,40.59583017,-105.139824,1309.217793,154.9714463
5W-110,5W,5W-1,4,2,2022-03-24 15:40:59+00:00,2022-03-24 11:40:59+00:00,20220323009,40.59562167,-105.139431,830.2902463,65.18952072
4T-32,4T,4T-3,2.999722222,2,2022-03-24 09:40:55+00:00,2022-03-24 06:40:56+00:00,20220323007,40.5958375,-105.1398447,2210.427248,193.6964636
5S-23,5S,5S-2,2.999722222,2,2022-03-24 09:40:55+00:00,2022-03-24 06:40:56+00:00,20220323007,40.59592817,-105.1394038,840.9018594,33.92897523
4W-26,4W,4W-2,4.683333333,5,2022-03-24 04:40:51+00:00,2022-03-23 23:59:51+00:00,20220323005,40.59592967,-105.1402628,155.7922778,3.478039299
4S-14,4S,4S-1,4.683333333,5,2022-03-24 04:40:51+00:00,2022-03-23 23:59:51+00:00,20220323005,40.595651,-105.1402282,60.08331674,3.617196732
5S-34,5S,5S-3,3.183333333,3,2022-03-23 21:59:46+00:00,2022-03-23 18:48:46+00:00,20220323003,40.5959345,-105.1394178,898.5296285,56.34706329
5W-11,5W,5W-1,5.183611111,5,2022-03-23 07:07:33+00:00,2022-03-23 01:56:32+00:00,20220322004,40.59561783,-105.1394243,261.6654531,29.5377776
4W-54,4W,4W-5,5.183611111,5,2022-03-23 07:07:33+00:00,2022-03-23 01:56:32+00:00,20220322004,40.59593983,-105.1403915,68.03759033,3.154994063
5S-34,5S,5S-3,4.183333333,4,2022-03-22 23:56:29+00:00,2022-03-22 19:45:29+00:00,20220322002,40.5959345,-105.1394178,512.3931532,28.52465832
4W-22,4W,4W-2,4.183333333,4,2022-03-22 23:56:29+00:00,2022-03-22 19:45:29+00:00,20220322002,40.59595283,-105.1402622,152.9609109,4.339536022
4W-47,4W,4W-4,8.183333333,5,2022-03-22 15:53:13+00:00,2022-03-22 07:42:13+00:00,20220321009,40.59595267,-105.1403517,64.69721328,3.519632333
4T-31,4T,4T-3,2,2,2022-03-21 18:42:07+00:00,2022-03-21 16:42:07+00:00,20220321001,40.59583017,-105.139824,1003.55541,144.025217
5S-21,5S,5S-2,6.499722222,2,2022-03-20 22:33:37+00:00,2022-03-20 16:03:38+00:00,20220320005,40.59593583,-105.1393965,485.625306,44.56595752
4S-44,4S,4S-4,6.499722222,2,2022-03-20 22:33:37+00:00,2022-03-20 16:03:38+00:00,20220320005,40.59564683,-105.1403532,60.65793298,3.774202504
5S-15,5S,5S-1,6,2,2022-03-20 14:03:34+00:00,2022-03-20 08:03:34+00:00,20220320003,40.59591267,-105.1393538,507.8439929,36.68099214
4S-32,4S,4S-3,6,2,2022-03-20 14:03:34+00:00,2022-03-20 08:03:34+00:00,20220320003,40.59564083,-105.1403,146.4007465,22.42973394
5W-21,5W,5W-2,2.5,2,2022-03-20 06:03:31+00:00,2022-03-20 03:33:31+00:00,20220320001,40.59565283,-105.1394052,420.7104101,35.74151014
4W-31,4W,4W-3,2.5,2,2022-03-20 06:03:31+00:00,2022-03-20 03:33:31+00:00,20220320001,40.595948,-105.1403037,201.6691831,4.610327832
5S-14,5S,5S-1,3.183333333,3,2022-03-19 15:17:12+00:00,2022-03-19 12:06:12+00:00,20220319003,40.59590333,-105.1393615,726.2728027,48.40937447
5W-22,5W,5W-2,3.183333333,3,2022-03-19 15:17:12+00:00,2022-03-19 12:06:12+00:00,20220319003,40.595653,-105.1393917,634.5504889,31.31845172
5W-26,5W,5W-2,2.999722222,2,2022-03-19 10:06:09+00:00,2022-03-19 07:06:10+00:00,20220319001,40.5956515,-105.1393952,392.4008799,30.28127611
4W-15,4W,4W-1,2.999722222,2,2022-03-19 10:06:09+00:00,2022-03-19 07:06:10+00:00,20220319001,40.59594217,-105.1402197,154.7366788,3.611706745
5W-26,5W,5W-2,3.183333333,3,2022-03-18 17:13:09+00:00,2022-03-18 14:02:09+00:00,20220317007,40.5956515,-105.1393952,856.8236734,34.8315122
5S-15,5S,5S-1,3.183333333,3,2022-03-18 17:13:09+00:00,2022-03-18 14:02:09+00:00,20220317007,40.59591267,-105.1393538,740.0150621,29.50397302
5S-21,5S,5S-2,6.183333333,5,2022-03-18 12:02:04+00:00,2022-03-18 05:51:04+00:00,20220317005,40.59593583,-105.1393965,395.3287125,43.08276583
5W-13,5W,5W-1,6.183333333,5,2022-03-18 12:02:04+00:00,2022-03-18 05:51:04+00:00,20220317005,40.59561533,-105.1394182,268.460016,29.4607236
4S-22,4S,4S-2,6.183333333,5,2022-03-18 12:02:04+00:00,2022-03-18 05:51:04+00:00,20220317005,40.59566267,-105.1402618,151.6694683,3.49083692
4W-47,4W,4W-4,6.183333333,5,2022-03-18 12:02:04+00:00,2022-03-18 05:51:04+00:00,20220317005,40.59595267,-105.1403517,70.13607652,3.070247393
5W-22,5W,5W-2,4,2,2022-03-17 17:20:53+00:00,2022-03-17 13:20:53+00:00,20220316009,40.595653,-105.1393917,379.8618194,287.7631632
5W-22,5W,5W-2,3.042222222,3,2022-03-16 18:28:41+00:00,2022-03-16 15:26:09+00:00,20220316001,40.595653,-105.1393917,590.6668611,31.03495968
5S-28,5S,5S-2,8.183333333,5,2022-03-15 09:46:09+00:00,2022-03-15 01:35:09+00:00,20220314009,40.59593183,-105.1393905,239.1372042,33.9865543
4S-44,4S,4S-4,8.183333333,5,2022-03-15 09:46:09+00:00,2022-03-15 01:35:09+00:00,20220314009,40.59564683,-105.1403532,61.74872801,3.382558169
5S-21,5S,5S-2,2.183333333,5,2022-03-14 04:23:55+00:00,2022-03-14 02:12:55+00:00,20220314001,40.59593583,-105.1393965,386.6163678,29.14106771
4S-22,4S,4S-2,2.183333333,5,2022-03-14 04:23:55+00:00,2022-03-14 02:12:55+00:00,20220314001,40.59566267,-105.1402618,147.6726937,3.908368124
4W-47,4W,4W-4,2.183333333,5,2022-03-14 04:23:55+00:00,2022-03-14 02:12:55+00:00,20220314001,40.59595267,-105.1403517,67.93454837,4.222757677
5S-15,5S,5S-1,3.183333333,3,2022-03-13 19:17:37+00:00,2022-03-13 16:06:37+00:00,20220312011,40.59591267,-105.1393538,695.7705472,69.34174119
5S-27,5S,5S-2,1.999722222,1,2022-03-11 13:36:04+00:00,2022-03-11 11:36:05+00:00,20220311003,40.59592467,-105.1393833,1300.193277,39.29883731
4W-15,4W,4W-1,3,1,2022-03-11 09:35:59+00:00,2022-03-11 06:35:59+00:00,20220311001,40.59594217,-105.1402197,127.381898,10.83418318
5W-21,5W,5W-2,2,1,2022-03-10 12:05:42+00:00,2022-03-10 10:05:42+00:00,20220309023,40.59565283,-105.1394052,574.4416641,35.32600176
4T-32,4T,4T-3,1.5,1,2022-03-08 03:01:19+00:00,2022-03-08 01:31:19+00:00,20220308001,40.5958375,-105.1398447,2213.646022,111.6660355
5S-35,5S,5S-3,2.999722222,1,2022-03-06 09:04:03+00:00,2022-03-06 06:04:04+00:00,20220306003,40.59593867,-105.1394113,93.37988004,3.288512574
